composition OQMD_Id A_atom B_atom OQMD_unrelaxed_lattice_parameter OQMD_relaxed_lattice_parameter
PaRuO3 352323 Pa Ru 4.61381500 3.93971400
PaRuO3 354562 Ru Pa 4.61381500 4.35396100
PaSbO3 351782 Sb Pa 4.86135900 4.40032700
PaSbO3 352438 Pa Sb 4.86135900 4.25956300
PaSiO3 352607 Si Pa 4.71267600 4.36275600
PaSiO3 352950 Pa Si 4.71267600 3.81981700
PaSnO3 350262 Sn Pa 4.81590500 4.40869300
PaSnO3 354335 Pa Sn 4.81590500 4.10308200
PaTaO3 351815 Ta Pa 4.68282000 4.37138800
PaTaO3 355296 Pa Ta 4.68282000 4.02906800
PaTcO3 352653 Tc Pa 4.62292600 4.36453300
PaTcO3 353100 Pa Tc 4.62292600 3.96189200
PaTeO3 352361 Pa Te 4.91373300 4.25502700
PaTeO3 355298 Te Pa 4.91373300 4.40503900
PaTiO3 352560 Ti Pa 4.67468700 4.36756400
PaTiO3 353299 Pa Ti 4.67468700 3.92233100
PaTlO3 351202 Tl Pa 4.83862600 4.41498200
PaTlO3 351696 Pa Tl 4.83862600 4.27043200
PaVO3 351463 Pa V 4.61814800 3.92706600
PaVO3 352036 V Pa 4.61814800 4.36169100
PaWO3 353022 Pa W 4.64940000 4.02201000
PaWO3 353836 W Pa 4.64940000 4.37396000
PaZnO3 353549 Zn Pa 4.63950900 4.35951500
PaZnO3 354660 Pa Zn 4.63950900 3.87937300
Pb2O3 350514 Pb Pb 4.93722900 4.25990600
PbAuO3 354407 Au Pb 4.74720100 4.25294200
PbAuO3 354672 Pb Au 4.74720100 4.10504200
PbWO3 350611 W Pb 4.73081800 4.21573800
PbWO3 354285 Pb W 4.73081800 4.01616500
Pd2O3 353254 Pd Pd 4.46631400 3.91870700
PdAuO3 353716 Pd Au 4.50376600 4.02836600
PdAuO3 354443 Au Pd 4.50376600 3.94846700
PdPbO3 350761 Pd Pb 4.71353400 4.21176500
PdPbO3 350828 Pb Pd 4.71353400 4.01100700
PdPtO3 351392 Pt Pd 4.47287900 3.93414300
PdPtO3 354860 Pd Pt 4.47287900 3.94783600
PdRhO3 350903 Pd Rh 4.45068700 3.87578300
PdRhO3 355024 Rh Pd 4.45068700 3.92360200
PdRuO3 352885 Ru Pd 4.44728800 3.92059000
PdRuO3 355021 Pd Ru 4.44728800 3.84669200
PdWO3 351270 W Pd 4.48555300 3.92990400
PdWO3 351615 Pd W 4.48555300 3.89509600
Pm2O3 351088 Pm Pm 5.01341100 4.42129600
PmAgO3 350804 Ag Pm 4.79005600 4.42570700
PmAgO3 351273 Pm Ag 4.79005600 4.04181100
PmAlO3 353296 Al Pm 4.78349600 4.41918800
PmAlO3 354094 Pm Al 4.78349600 3.73210300
PmAsO3 353914 Pm As 4.85428000 4.02254300
PmAsO3 355136 As Pm 4.85428000 4.41600400
PmAuO3 351666 Pm Au 4.78867800 4.11336300
PmAuO3 351986 Au Pm 4.78867800 4.42800700
PmBeO3 351055 Pm Be 4.65610100 3.60526700
PmBeO3 351355 Be Pm 4.65610100 4.38380200
PmBiO3 351564 Pm Bi 5.04267000 4.38277500
PmBiO3 354555 Bi Pm 5.04267000 4.45558500
PmBO3 352316 B Pm 4.64967600 4.42353400
PmBO3 352756 Pm B 4.64967600 3.52378100
PmCdO3 353985 Pm Cd 4.85344600 4.11162300
PmCdO3 354281 Cd Pm 4.85344600 4.41430500
PmCoO3 352324 Pm Co 4.70110000 3.73795800
PmCoO3 352333 Co Pm 4.70110000 4.38777400
PmCrO3 351259 Pm Cr 4.71658700 3.85742600
PmCrO3 352588 Cr Pm 4.71658700 4.42123300
PmCuO3 350985 Cu Pm 4.71210600 4.44479100
PmCuO3 354688 Pm Cu 4.71210600 3.77833600
PmDyO3 350285 Pm Dy 4.99204000 4.27695500
PmDyO3 352108 Dy Pm 4.99204000 4.40741000
PmErO3 351399 Pm Er 4.97964600 4.22934600
PmErO3 351466 Er Pm 4.97964600 4.40285400
PmEuO3 350377 Eu Pm 5.20443400 4.37842500
PmEuO3 351002 Pm Eu 5.20443400 4.26605400
PmFeO3 353531 Fe Pm 4.71210900 4.46671800
PmFeO3 354174 Pm Fe 4.71210900 3.86969200
PmGaO3 351344 Ga Pm 4.82670300 4.48483200
PmGaO3 354454 Pm Ga 4.82670300 3.84163400
PmGdO3 351785 Pm Gd 5.01220500 4.32952500
PmGdO3 353294 Gd Pm 5.01220500 4.41270800
PmGeO3 350387 Ge Pm 4.87008500 4.39663800
PmGeO3 354619 Pm Ge 4.87008500 3.91232400
PmHfO3 352728 Pm Hf 4.86456800 4.08500300
PmHfO3 355290 Hf Pm 4.86456800 4.38530900
PmHgO3 352275 Hg Pm 4.89734900 4.43221500
PmHgO3 354031 Pm Hg 4.89734900 4.20313100
PmHoO3 353680 Pm Ho 4.98641300 4.25363300
PmHoO3 355273 Ho Pm 4.98641300 4.40571100
PmInO3 350193 In Pm 4.91769000 4.45233000
PmInO3 355115 Pm In 4.91769000 4.08573800
PmIrO3 349998 Pm Ir 4.74742800 3.97511000
PmIrO3 352852 Ir Pm 4.74742800 4.40111300
PmLuO3 351538 Lu Pm 4.96469900 4.39827600
PmLuO3 352924 Pm Lu 4.96469900 4.16879200
PmMgO3 350103 Pm Mg 4.87795800 3.85102900
PmMgO3 350240 Mg Pm 4.87795800 4.37744100
PmMnO3 350168 Pm Mn 4.71937000 3.86897500
PmMnO3 351332 Mn Pm 4.71937000 4.37562000
PmMoO3 353185 Mo Pm 4.76867200 4.40113200
PmMoO3 353360 Pm Mo 4.76867200 3.97527500
PmNbO3 353255 Pm Nb 4.80373200 4.04263200
PmNbO3 353768 Nb Pm 4.80373200 4.39536000
PmNdO3 350905 Nd Pm 5.02686900 4.42763900
PmNdO3 353689 Pm Nd 5.02686900 4.46240500
PmNiO3 355196 Pm Ni 4.69945400 3.76036100
PmNpO3 354255 Pm Np 4.82161000 4.42212400
PmNpO3 354928 Np Pm 4.82161000 4.42940700
PmOsO3 353250 Os Pm 4.74480700 4.40341400
PmOsO3 354683 Pm Os 4.74480700 3.95924700
PmPaO3 350714 Pa Pm 4.90218900 4.42200800
PmPaO3 352293 Pm Pa 4.90218900 4.46769200
PmPbO3 350085 Pm Pb 4.97561200 4.23261300
PmPbO3 354187 Pb Pm 4.97561200 4.45187600
PmPdO3 354399 Pd Pm 4.75559800 4.43914800
PmPdO3 354821 Pm Pd 4.75559800 3.97797300
PmPrO3 354143 Pm Pr 5.03165900 4.50074400
PmPrO3 354371 Pr Pm 5.03165900 4.43259500
PmPtO3 353403 Pm Pt 4.76138900 4.03192200
PmPtO3 354902 Pt Pm 4.76138900 4.42167700
PmPuO3 350512 Pu Pm 4.83843000 4.45670100
PmPuO3 353648 Pm Pu 4.83843000 4.80310600
PmReO3 351932 Pm Re 4.75572000 3.96509800
PmReO3 352837 Re Pm 4.75572000 4.39064700
PmRhO3 351877 Rh Pm 4.74182200 4.41053300
PmRhO3 353646 Pm Rh 4.74182200 3.94069000
PmRuO3 351944 Pm Ru 4.73882800 3.93359100
PmRuO3 353661 Ru Pm 4.73882800 4.39625700
PmSbO3 350984 Sb Pm 4.97439400 4.44046700
PmSbO3 351429 Pm Sb 4.97439400 4.22807200
PmScO3 352690 Sc Pm 4.90239200 4.40003700
PmScO3 353266 Pm Sc 4.90239200 4.01250100
PmSiO3 350851 Si Pm 4.83269200 4.37725900
PmSiO3 351889 Pm Si 4.83269200 3.74356600
PmSmO3 351016 Pm Sm 5.01390100 4.39466200
PmSmO3 352062 Sm Pm 5.01390100 4.41954900
PmSnO3 352370 Pm Sn 4.93100900 4.12760300
PmSnO3 353406 Sn Pm 4.93100900 4.43658000
PmTaO3 350008 Ta Pm 4.80431300 4.38840000
PmTaO3 354881 Pm Ta 4.80431300 4.01983700
PmTbO3 351225 Tb Pm 4.99884700 4.41054300
PmTbO3 353361 Pm Tb 4.99884700 4.30247400
PmTcO3 351285 Tc Pm 4.74746500 4.39713700
PmTcO3 352149 Pm Tc 4.74746500 3.95524500
PmTeO3 350181 Pm Te 5.02445000 4.24971100
PmTeO3 351287 Te Pm 5.02445000 4.46075700
PmThO3 351084 Pm Th 5.00957800 4.55508000
PmThO3 353257 Th Pm 5.00957800 4.41925800
PmTiO3 350602 Ti Pm 4.79658800 4.38598300
PmTiO3 350626 Pm Ti 4.79658800 3.90154800
PmTlO3 352155 Pm Tl 4.95268900 4.24970000
PmTlO3 352241 Tl Pm 4.95268900 4.51589100
PmTmO3 353635 Pm Tm 4.97238300 4.20805000
PmTmO3 354939 Tm Pm 4.97238300 4.40095300
PmUO3 351707 U Pm 4.84462700 4.42516100
PmUO3 352534 Pm U 4.84462700 4.39520800
PmVO3 350276 Pm V 4.74293500 3.88411600
PmVO3 351271 V Pm 4.74293500 4.38644300
PmWO3 352279 W Pm 4.77257900 4.39794300
PmWO3 355225 Pm W 4.77257900 3.97639700
PmYO3 352207 Pm Y 5.01168200 4.27907500
PmYO3 355279 Y Pm 5.01168200 4.41304500
PmZnO3 352561 Pm Zn 4.76319400 3.85039200
PmZnO3 353592 Zn Pm 4.76319400 4.41137100
PmZrO3 353871 Pm Zr 4.87882000 4.13712800
PmZrO3 355009 Zr Pm 4.87882000 4.38990800
Pr2O3 353043 Pr Pr 5.04977600 4.50986900
PrAgO3 351143 Pr Ag 4.81003500 4.06089600
PrAgO3 351787 Ag Pr 4.81003500 4.45738900
PrAlO3 350604 Al Pr 4.80353000 4.49013200
PrAlO3 353960 Pr Al 4.80353000 3.76305400
PrAsO3 351431 Pr As 4.87373800 4.04544100
PrAsO3 353928 As Pr 4.87373800 4.48402000
PrAuO3 350730 Au Pr 4.80866900 4.44963200
PrAuO3 354863 Pr Au 4.80866900 4.12969000
PrBeO3 350421 Be Pr 4.67723800 4.44260200
PrBeO3 354479 Pr Be 4.67723800 3.64813100
PrBiO3 352334 Pr Bi 5.06070800 4.36377100
PrBiO3 352494 Bi Pr 5.06070800 4.52562800
PrBO3 351456 B Pr 4.67087200 4.45038300
PrBO3 351744 Pr B 4.67087200 3.56689900
PrCdO3 355107 Pr Cd 4.87291000 4.12985100
PrCdO3 355184 Cd Pr 4.87291000 4.47423600
PrCoO3 353724 Co Pr 4.72183800 4.45210000
PrCoO3 355073 Pr Co 4.72183800 3.76841300
PrCrO3 352224 Cr Pr 4.73718900 4.49105400
PrCrO3 353915 Pr Cr 4.73718900 3.88226400
PrCuO3 352605 Pr Cu 4.73274700 3.80558300
PrCuO3 355167 Cu Pr 4.73274700 4.50511400
PrDyO3 353007 Dy Pr 5.01044400 4.48655700
PrDyO3 354731 Pr Dy 5.01044400 4.29127500
PrErO3 352982 Er Pr 4.99814200 4.48527900
PrErO3 353033 Pr Er 4.99814200 4.24682600
PrEuO3 351305 Eu Pr 5.22137400 4.45094500
PrEuO3 352960 Pr Eu 5.22137400 4.28653600
PrFeO3 353193 Pr Fe 4.73275000 3.90105000
PrFeO3 354433 Fe Pr 4.73275000 4.65381200
PrGaO3 350250 Pr Ga 4.84638200 3.86712900
PrGaO3 353817 Ga Pr 4.84638200 4.54831200
PrGdO3 349985 Pr Gd 5.03046200 4.34168100
PrGdO3 353678 Gd Pr 5.03046200 4.49212800
PrGeO3 351174 Ge Pr 4.88941700 4.45358900
PrGeO3 351965 Pr Ge 4.88941700 3.94216700
PrHfO3 353633 Hf Pr 4.88394300 4.46790500
PrHfO3 354542 Pr Hf 4.88394300 4.09985900
PrHgO3 353256 Pr Hg 4.91646800 4.21918500
PrHgO3 354581 Hg Pr 4.91646800 4.50283200
PrHoO3 352673 Pr Ho 5.00485800 4.26715300
PrHoO3 354426 Ho Pr 5.00485800 4.48542700
PrInO3 350312 In Pr 4.93665200 4.53777700
PrInO3 353310 Pr In 4.93665200 4.13148500
PrIrO3 353605 Pr Ir 4.76776600 3.99304600
PrIrO3 354633 Ir Pr 4.76776600 4.46897800
PrLuO3 350269 Pr Lu 4.98330500 4.18436500
PrLuO3 353130 Lu Pr 4.98330500 4.47896800
PrMgO3 350476 Pr Mg 4.89722800 3.88210100
PrMgO3 352840 Mg Pr 4.89722800 4.44266700
PrMnO3 350324 Pr Mn 4.73994800 3.89366600
PrMnO3 352582 Mn Pr 4.73994800 4.44046600
PrMoO3 353205 Pr Mo 4.78883000 3.99310300
PrMoO3 354127 Mo Pr 4.78883000 4.47054700
PrNbO3 351561 Nb Pr 4.82359800 4.46842700
PrNbO3 353477 Pr Nb 4.82359800 4.05532500
PrNdO3 352029 Pr Nd 5.04502100 4.47223500
PrNdO3 354965 Nd Pr 5.04502100 4.50549300
PrNiO3 353366 Ni Pr 4.72020600 4.28183700
PrNiO3 353718 Pr Ni 4.72020600 3.79310800
PrNpO3 351350 Pr Np 4.84133000 4.43436300
PrNpO3 351937 Np Pr 4.84133000 4.50658500
PrOsO3 350279 Os Pr 4.76516600 4.47183600
PrOsO3 352121 Pr Os 4.76516600 3.97607200
PrPaO3 350107 Pr Pa 4.92127000 4.47833000
PrPaO3 352597 Pa Pr 4.92127000 4.49901300
PrPbO3 350559 Pr Pb 4.99413700 4.23853900
PrPbO3 353700 Pb Pr 4.99413700 4.45723200
PrPdO3 352927 Pd Pr 4.77586500 4.51197900
PrPdO3 354985 Pr Pd 4.77586500 3.99890900
PrPtO3 352179 Pt Pr 4.78160800 4.49029800
PrPtO3 352206 Pr Pt 4.78160800 4.05020100
PrPuO3 350952 Pu Pr 4.85801400 4.45145100
PrPuO3 352202 Pr Pu 4.85801400 4.38060500
PrReO3 352229 Pr Re 4.77598600 3.98345900
PrReO3 354397 Re Pr 4.77598600 4.45662300
PrRhO3 352270 Rh Pr 4.76220700 4.48369600
PrRhO3 354895 Pr Rh 4.76220700 3.96148600
PrRuO3 350308 Pr Ru 4.75923800 3.95605100
PrRuO3 353900 Ru Pr 4.75923800 4.47060700
PrSbO3 350311 Sb Pr 4.99292800 4.50802600
PrSbO3 352594 Pr Sb 4.99292800 4.24773100
PrScO3 350026 Pr Sc 4.92147200 4.03239300
PrScO3 352991 Sc Pr 4.92147200 4.47523800
PrSiO3 350099 Si Pr 4.85232300 4.44742500
PrSiO3 354060 Pr Si 4.85232300 3.78597200
PrSmO3 351506 Sm Pr 5.03214500 4.49877800
PrSmO3 352180 Pr Sm 5.03214500 4.40796900
PrSnO3 350767 Pr Sn 4.94986900 4.15056200
PrSnO3 351793 Sn Pr 4.94986900 4.48558500
PrTaO3 354073 Ta Pr 4.82417500 4.46571400
PrTaO3 354244 Pr Ta 4.82417500 4.03544600
PrTbO3 351027 Tb Pr 5.01720100 4.49121800
PrTbO3 354297 Pr Tb 5.01720100 4.31542900
PrTcO3 351544 Pr Tc 4.76780200 3.97356800
PrTcO3 354488 Tc Pr 4.76780200 4.45782700
PrTeO3 354248 Te Pr 5.04261800 4.52670600
PrTeO3 354280 Pr Te 5.04261800 4.26615300
PrThO3 350089 Th Pr 5.02785400 4.49328200
PrThO3 351424 Pr Th 5.02785400 4.55968200
PrTiO3 350076 Ti Pr 4.81651300 4.45581000
PrTiO3 352190 Pr Ti 4.81651300 3.92375800
PrTlO3 353402 Tl Pr 4.97138500 4.59825300
PrTlO3 354466 Pr Tl 4.97138500 4.26427700
PrTmO3 350105 Pr Tm 4.99093200 4.22202700
PrTmO3 352746 Tm Pr 4.99093200 4.48307400
PrUO3 351298 Pr U 4.86416100 4.39672700
PrUO3 353055 U Pr 4.86416100 4.51335800
PrVO3 352256 Pr V 4.76331000 3.90773400
PrVO3 354590 V Pr 4.76331000 4.44696700
PrWO3 351387 W Pr 4.79270400 4.46752600
PrWO3 354497 Pr W 4.79270400 3.99686900
PrYO3 352891 Pr Y 5.02994200 4.29058400
PrYO3 353471 Y Pr 5.02994200 4.49266300
PrZnO3 353621 Pr Zn 4.78339800 3.87798300
PrZnO3 355091 Zn Pr 4.78339800 4.43941000
PrZrO3 353489 Zr Pr 4.89808300 4.47550600
PrZrO3 354894 Pr Zr 4.89808300 4.15214900
Pt2O3 350475 Pt Pt 4.47942500 3.95806100
PtAuO3 351770 Au Pt 4.51022200 3.97510900
PtAuO3 354988 Pt Au 4.51022200 4.04034400
PtPbO3 350694 Pb Pt 4.71942900 4.05099800
PtPbO3 352422 Pt Pb 4.71942900 4.22094700
PtRhO3 351488 Pt Rh 4.45729800 3.88735200
PtRhO3 354074 Rh Pt 4.45729800 3.94876200
PtWO3 350370 W Pt 4.49206200 3.97804200
PtWO3 354861 Pt W 4.49206200 3.90919500
Pu2O3 353132 Pu Pu 4.64978400 4.38889200
PuAgO3 349982 Pu Ag 4.59733800 4.05909300
PuAgO3 353746 Ag Pu 4.59733800 4.27749500
PuAlO3 350734 Pu Al 4.59021600 3.75572200
PuAlO3 353399 Al Pu 4.59021600 4.32355300
PuAsO3 352012 As Pu 4.66694000 4.32943400
PuAsO3 354918 Pu As 4.66694000 4.01762100
PuAuO3 350274 Au Pu 4.59584300 4.27179000
PuAuO3 352847 Pu Au 4.59584300 4.11805600
PuBeO3 350256 Pu Be 4.45136000 3.55478900
PuBeO3 353856 Be Pu 4.45136000 4.27932100
PuBiO3 350384 Pu Bi 4.86982300 4.36279300
PuBiO3 353997 Bi Pu 4.86982300 4.37759200
PuBO3 351171 Pu B 4.44432900 3.55854700
PuBO3 351248 B Pu 4.44432900 4.26050900
PuCdO3 350833 Pu Cd 4.66603800 4.13102600
PuCdO3 352294 Cd Pu 4.66603800 4.33133200
PuCoO3 350416 Pu Co 4.50052600 3.74629600
PuCoO3 354762 Co Pu 4.50052600 4.28921600
PuCrO3 351515 Cr Pu 4.51741600 4.29625800
PuCrO3 351695 Pu Cr 4.51741600 3.87123600
PuCuO3 352052 Pu Cu 4.51253100 4.18855200
PuCuO3 355187 Cu Pu 4.51253100 4.22882600
PuFeO3 353232 Pu Fe 4.51253400 3.89039900
PuFeO3 354631 Fe Pu 4.51253400 4.43428300
PuGaO3 351497 Ga Pu 4.63708300 4.31624100
PuGaO3 353135 Pu Ga 4.63708300 3.85712500
PuGeO3 352386 Ge Pu 4.68403200 4.34101900
PuGeO3 352559 Pu Ge 4.68403200 3.90663600
PuHfO3 350502 Pu Hf 4.67806700 4.11062100
PuHfO3 352022 Hf Pu 4.67806700 4.33039300
PuHgO3 352861 Pu Hg 4.71348500 4.20562900
PuHgO3 354871 Hg Pu 4.71348500 4.33553700
PuInO3 352753 Pu In 4.73543300 4.11390100
PuInO3 355276 In Pu 4.73543300 4.35751800
PuIrO3 352215 Ir Pu 4.55100700 4.29020400
PuIrO3 352994 Pu Ir 4.55100700 4.62442600
PuMgO3 352318 Mg Pu 4.69254200 4.32864000
PuMgO3 352931 Pu Mg 4.69254200 3.79557700
PuMnO3 351839 Mn Pu 4.52045000 4.32717400
PuMnO3 353799 Pu Mn 4.52045000 3.88264400
PuMoO3 351644 Mo Pu 4.57411100 4.33056900
PuMoO3 352528 Pu Mo 4.57411100 4.00005800
PuNbO3 350492 Nb Pu 4.61217900 4.32688400
PuNbO3 351984 Pu Nb 4.61217900 4.07209700
PuNiO3 351551 Ni Pu 4.49873000 4.15603200
PuNiO3 354607 Pu Ni 4.49873000 3.77576400
PuNpO3 351654 Pu Np 4.63156400 4.40557400
PuNpO3 355109 Np Pu 4.63156400 4.53066300
PuOsO3 351537 Os Pu 4.54815400 4.31323100
PuOsO3 352689 Pu Os 4.54815400 4.54822200
PuPaO3 350710 Pa Pu 4.71870900 4.47332600
PuPaO3 353088 Pu Pa 4.71870900 4.50201300
PuPbO3 350865 Pu Pb 4.79781200 4.00491100
PuPbO3 351631 Pb Pu 4.79781200 4.36092900
PuPdO3 351067 Pd Pu 4.55989500 4.26477300
PuPdO3 351124 Pu Pd 4.55989500 4.05945300
PuPtO3 350621 Pu Pt 4.56619400 4.03938900
PuPtO3 351175 Pt Pu 4.56619400 4.28301700
PuReO3 352329 Re Pu 4.56002800 4.34408800
PuReO3 353309 Pu Re 4.56002800 3.98313300
PuRhO3 353521 Rh Pu 4.54490600 4.29247300
PuRuO3 352254 Ru Pu 4.54164600 4.29993600
PuRuO3 353006 Pu Ru 4.54164600 3.91942800
PuSbO3 351005 Pu Sb 4.79650200 4.21517000
PuSbO3 353251 Sb Pu 4.79650200 4.36533800
PuScO3 350588 Sc Pu 4.71892900 4.33402100
PuScO3 354334 Pu Sc 4.71892900 4.02446600
PuSiO3 351609 Pu Si 4.64357100 3.75176200
PuSiO3 353813 Si Pu 4.64357100 4.33009900
PuSnO3 351190 Sn Pu 4.74979200 4.38342000
PuSnO3 354752 Pu Sn 4.74979200 4.11955900
PuTaO3 352649 Ta Pu 4.61281000 4.31463000
PuTaO3 353584 Pu Ta 4.61281000 4.05119300
PuTcO3 352464 Pu Tc 4.55104700 3.96934400
PuTcO3 352717 Tc Pu 4.55104700 4.32690400
PuTeO3 351363 Te Pu 4.85027800 4.37747200
PuTeO3 352158 Pu Te 4.85027800 4.26035600
PuThO3 351716 Pu Th 4.83431400 4.57547200
PuThO3 351916 Th Pu 4.83431400 4.78540900
PuTiO3 350051 Ti Pu 4.60442800 4.32822700
PuTiO3 353109 Pu Ti 4.60442800 3.94069300
PuTlO3 352017 Tl Pu 4.77314600 4.36986300
PuTlO3 355257 Pu Tl 4.77314600 4.25166000
PuUO3 351925 U Pu 4.65649300 4.44142900
PuUO3 352632 Pu U 4.65649300 4.43556700
PuVO3 352261 V Pu 4.54611700 4.31353700
PuVO3 354287 Pu V 4.54611700 3.92210600
PuWO3 350963 Pu W 4.57835700 4.00425200
PuWO3 351872 W Pu 4.57835700 4.30455000
PuZnO3 354075 Zn Pu 4.56815600 4.29125400
PuZnO3 354172 Pu Zn 4.56815600 3.86151100
PuZrO3 350547 Zr Pu 4.69347300 4.33331600
PuZrO3 354364 Pu Zr 4.69347300 4.16670000
Rb2O3 353003 Rb Rb 6.25662200 4.58728600
RbAcO3 349977 Ac Rb 5.74616000 4.42319600
RbAcO3 352289 Rb Ac 5.74616000 4.57721000
RbAgO3 352197 Ag Rb 5.53270300 4.31833900
RbAgO3 352932 Rb Ag 5.53270300 4.17153800
RbAlO3 351495 Al Rb 5.52778900 4.29635400
RbAlO3 351510 Rb Al 5.52778900 3.88728400
RbAsO3 354496 Rb As 5.58106800 3.89744400
RbAsO3 354805 As Rb 5.58106800 4.31576100
RbAuO3 354050 Rb Au 5.53167100 4.15198700
RbAuO3 355190 Au Rb 5.53167100 4.31381100
RbBaO3 350962 Ba Rb 5.99756800 4.47306400
RbBaO3 353818 Rb Ba 5.99756800 4.64745800
RbBeO3 350327 Rb Be 5.43330300 3.77490100
RbBeO3 354793 Be Rb 5.43330300 4.20935500
RbBiO3 351056 Rb Bi 5.72542300 4.27734100
RbBiO3 354726 Bi Rb 5.72542300 4.37110100
RbBO3 351880 B Rb 5.42858700 4.32274300
RbBO3 353614 Rb B 5.42858700 3.63159400
RbCaO3 351018 Ca Rb 5.80393800 4.27837500
RbCaO3 354467 Rb Ca 5.80393800 4.46440000
RbCdO3 353599 Rb Cd 5.58043700 4.27927500
RbCdO3 355241 Cd Rb 5.58043700 4.26943400
RbCeO3 352916 Ce Rb 5.71506300 4.37294700
RbCeO3 353891 Rb Ce 5.71506300 4.65829800
RbCoO3 350227 Co Rb 5.46646700 4.25233200
RbCoO3 352171 Rb Co 5.46646700 3.92422400
RbCrO3 351950 Cr Rb 5.47793400 4.30389600
RbCrO3 352491 Rb Cr 5.47793400 3.81906400
RbCuO3 350563 Rb Cu 5.47461300 3.95537200
RbCuO3 354357 Cu Rb 5.47461300 4.27223600
RbDyO3 351047 Rb Dy 5.68627500 4.45681200
RbDyO3 352590 Dy Rb 5.68627500 4.33193300
RbErO3 352420 Er Rb 5.67673000 4.31533300
RbErO3 354556 Rb Er 5.67673000 4.42111800
RbEuO3 350317 Eu Rb 5.85215000 4.28018800
RbEuO3 354409 Rb Eu 5.85215000 4.55261100
RbFeO3 352571 Rb Fe 5.47461600 3.94543900
RbFeO3 354541 Fe Rb 5.47461600 4.31102500
RbGaO3 352125 Rb Ga 5.56024600 4.00503300
RbGaO3 352672 Ga Rb 5.56024600 4.32788000
RbGdO3 350356 Rb Gd 5.70183600 4.49339400
RbGdO3 354684 Gd Rb 5.70183600 4.32871800
RbGeO3 350077 Ge Rb 5.59303800 4.27798700
RbGeO3 352391 Rb Ge 5.59303800 3.91023200
RbHfO3 351539 Rb Hf 5.58885600 4.18454600
RbHfO3 352472 Hf Rb 5.58885600 4.30587000
RbHgO3 350289 Hg Rb 5.61374800 4.32220600
RbHgO3 352393 Rb Hg 5.61374800 4.28967200
RbHoO3 352462 Rb Ho 5.68193900 4.44008300
RbHoO3 352968 Ho Rb 5.68193900 4.32664700
RbInO3 350731 In Rb 5.62925100 4.37081900
RbInO3 351827 Rb In 5.62925100 4.26871300
RbIrO3 353334 Rb Ir 5.50085200 3.97855700
RbIrO3 354769 Ir Rb 5.50085200 4.29654600
RbLaO3 353936 La Rb 5.74720500 4.36511100
RbLaO3 354952 Rb La 5.74720500 4.58856800
RbLiO3 350725 Rb Li 5.58154600 3.96465500
RbLiO3 354369 Li Rb 5.58154600 4.33613800
RbLuO3 350281 Lu Rb 5.66523900 4.31735200
RbLuO3 351236 Rb Lu 5.66523900 4.36502600
RbMgO3 351862 Mg Rb 5.59901000 4.25247000
RbMgO3 352096 Rb Mg 5.59901000 4.09176800
RbMnO3 351123 Mn Rb 5.47999800 4.24239700
RbMnO3 353036 Rb Mn 5.47999800 3.97339600
RbMoO3 351662 Rb Mo 5.51670000 3.98126600
RbMoO3 352938 Mo Rb 5.51670000 4.29535000
RbNaO3 351071 Na Rb 5.76510500 4.37750800
RbNaO3 353986 Rb Na 5.76510500 4.32153600
RbNbO3 352798 Nb Rb 5.54296500 4.29044600
RbNbO3 354806 Rb Nb 5.54296500 4.06923100
RbNdO3 352990 Rb Nd 5.71317900 4.59994800
RbNdO3 353513 Nd Rb 5.71317900 4.35568600
RbNiO3 353506 Rb Ni 5.46525000 3.99556200
RbNpO3 354474 Np Rb 5.55641000 4.36454200
RbNpO3 354561 Rb Np 5.55641000 4.34496000
RbOsO3 354102 Rb Os 5.49890000 3.94802300
RbOsO3 354598 Os Rb 5.49890000 4.29720000
RbPaO3 350010 Pa Rb 5.61743300 4.89091800
RbPaO3 352394 Rb Pa 5.61743300 4.41644700
RbPbO3 352135 Pb Rb 5.67362600 4.37826400
RbPbO3 354919 Rb Pb 5.67362600 4.34888000
RbPdO3 351997 Pd Rb 5.50694100 4.30568800
RbPdO3 354742 Rb Pd 5.50694100 4.05206500
RbPmO3 352195 Pm Rb 5.70276900 4.34742600
RbPmO3 352373 Rb Pm 5.70276900 4.56737000
RbPrO3 350211 Rb Pr 5.71688800 4.62682500
RbPrO3 351624 Pr Rb 5.71688800 4.36881400
RbPtO3 352244 Rb Pt 5.51126200 4.05967200
RbPtO3 353541 Pt Rb 5.51126200 4.32225200
RbPuO3 350853 Rb Pu 5.56909000 4.37358800
RbReO3 350736 Re Rb 5.50703200 4.30094700
RbReO3 355035 Rb Re 5.50703200 3.95610300
RbRhO3 351242 Rh Rb 5.49667800 4.32109000
RbRhO3 352259 Rb Rh 5.49667800 3.99748500
RbRuO3 350434 Ru Rb 5.49445000 4.29964200
RbRuO3 355012 Rb Ru 5.49445000 3.95067900
RbSbO3 350793 Rb Sb 5.67269000 4.05327700
RbSbO3 353872 Sb Rb 5.67269000 4.36670700
RbScO3 352526 Sc Rb 5.61758800 4.29830700
RbScO3 353333 Rb Sc 5.61758800 4.21261800
RbSiO3 350931 Si Rb 5.56476100 4.25532100
RbSiO3 354178 Rb Si 5.56476100 3.74017000
RbSmO3 352280 Rb Sm 5.70314700 4.54602200
RbSmO3 353453 Sm Rb 5.70314700 4.34838400
RbSnO3 350071 Rb Sn 5.63942400 4.15976800
